,review,clear_review,predicted,candidat
10,Jvous partage un projet de fan film Wonder Woman français qui envoie de ouf allez voir le trailer sur le lien jai mis les images sont incroyablement bellesavec la personne qui jouait le rôle de Blaze dans le PG Beat them up Hésitez pas à les soutenir  httpstcoEUJXFudwIr,jvous partag projet fan film wond woman franc envoi ouf allez voir trail lien jai mis imag incroi bellesavec person jou rôl blaz pg beat them up hésit souten httpstcoeujxfudw,1,None
84,Cecilosaurus 404jrl tres classe ,cecilosaurus 404jrl tre class,1,None
41,httpstcoYhrhDHWPLL,httpstcoyhrhdhwpll,0,None
43,Et ca je crois que je lattend presque plus que Kenobi jaime tellement le personnage dAhsoka httpstco1yXw2tt9OO,ca crois lattend presqu plus kenob jaim tel personnag dahsok httpstco1yxw2tt9oo,0,None
66,ninalexandrama AphroditeDeus le terme expliquer était peut être maladroit je men excuse cest pas expliquer au sens premier mais plutôt au sens faire une scène dexposition ou tu montre la diversité dune ville par exemple pour 13,ninalexandram aphroditedeus term expliqu peut être maladroit men excus cest expliqu sen premi plutôt sen fair scen dexposit montr divers dun vill exempl 13,0,None
67,Jy poste très rarement surtout des photos pendant les tournages en vrai mais jai aussi un Instagram pour rappel  httpstcoIdh8VfP5U4,jy post tres rar surtout photos pend tournag vrai jai auss instagram rappel httpstcoidh8vfp5u4,1,None
68,Meeea on dirait un genre de 7 wonders,mee dir genr 7 wonder,0,None
69,arslane rahal Oui  On tourne la semaine pro les parties fiction  Ça prend du temps parce que reprise plus tard début janvier pour cause de Noël et aussi épisode assez costaud,arslan rahal oui tourn semain pro part fiction ça prend temp parc repris plus tard début janvi caus noël auss épisod assez costaud,0,None
70,La rediff sera évidemment dispo sur le bazar httpstco9jEMBrBIIc,rediff évident dispo bazar httpstco9jembrbiic,0,None
71,Et ben la soirée JDR etait vraiment cool malgré le démarrage bugué ,ben soir jdr etait vrai cool malgr démarrag bugu,0,None
72,Et cest parti pour une session de JDR Warhammer  avec des morts et des mutations   AlphaCastFR Maghla At0mium ,cest part session jdr warhamm mort mutat alphacastfr maghl at0mium,0,None
73,AlphaCastFR Philippe  ramène toi FFS ,alphacastfr philipp ramen ff,0,None
74,Demain sur la chaine twitch  rendez vous à 19heure pour du JDR Warhammer en compagnie de AlphaCastFR Maghla et At0mium   On a un nouveau système que jai très hâte dutiliser  sur httpstcoaqlneir0dt httpstcobjotZHrrGf,demain chain twitch rend 19heur jdr warhamm compagn alphacastfr maghl at0mium a nouveau system jai tres hât dutilis httpstcoaqlneir0dt httpstcobjotzhrrgf,0,None
75,PierreGrenier1 lt3,pierregrenier1 lt3,0,None
76,retconnez la postlogie et filez tout a filoni  pitié,retcon postlog fil tout a filon piti,0,None
77,Cest dimanche on discute et on continue laventure café simulator  Avec un live sponso par HelloFreshBE FR adutilisez le code HELLOJOUEUR  pour bénéficier jusquà 80 de réduction sur vos 3 premières Box httpstcoKVbmfRE7GEhttpstcoaqlneir0dt,cest dimanch discut continu laventur caf simulator liv sponso hellofreshb fr adutilis cod hellojoueur bénéfici jusquà 80 réduct 3 premi box httpstcokvbmfre7gehttpstcoaqlneir0dt,0,None
78,Cest parti pour le carnage  Uhc loup garou  httpstcovp8BRpH7Q4TPAMM OMENbyHP fr et AMD France,cest part carnag uhc loup garou httpstcovp8brph7q4tpamm omenbyhp fr amd franc,0,None
79,Windows 11 plan foireux ou pas ,window 11 plan foireux,0,None
80, Qui veut du caca sur son vomi   httpstcoIRMICVgQGC,veut cac vom httpstcoirmicvgqgc,0,None
81,je referai lannonce mais du coup on se fera la suite du JDR avec Atomium Maghla et Alphacast le 5 février de 19h à 0h tout rond  Pas de dépassage  ca sera sur la chaine twitch puis en vod sur le bazar ,ref lannonc coup fer suit jdr atomium maghl alphacast 5 févri 19h 0h tout rond dépassag ca chain twitch puis vod bazar,0,None
82,vraiment bien aimé lepisode de Boba fett daujourdhui je pensais quils parlerai de Sabine de SW Rebels mais au final nondailleurs le robot devant le vaisseau de transport cest bien un easter egg de celui quon voit dans lattraction Startours non ,vrai bien aim lepisod bob fet daujourdhui pens quil parl sabin sw rebel final nondailleur robot dev vaisseau transport cest bien east egg celui quon voit lattract startour non,1,None
65,hassnkuro sinon vous pouvez aussi arrêter de croire tout les demeurés qui minvente une vie sur ce réseau,hassnkuro sinon pouv auss arrêt croir tout demeur minvent vi réseau,0,None
64,CapPopcorn Je poste un dernier truc la dessus et cest clos pour moi parce que comme toujours la team bienveillance de ce réseau ma inventé une vie et volontairement déformé  ce que jai dis je le fait ici parce que cest dici que ca a démarré navré cap,cappopcorn post derni truc dessus cest clos parc comm toujour team bienveil réseau invent vi volontair déform jai dis fait ici parc cest dic ca a démarr navr cap,0,None
63,CapPopcorn le terme expliquer était peut être maladroit je men excuse cest pas expliquer au sens premier mais plutôt au sens faire une scène dexposition ou tu montre la diversité dune ville par exemple pour 13,cappopcorn term expliqu peut être maladroit men excus cest expliqu sen premi plutôt sen fair scen dexposit montr divers dun vill exempl 13,0,None
62,CapPopcorn installer le fait que cette diversité est normale et non pas géographiquement localisée comme dans GoT par exemple malgré ce quon a vu des 6 premiers films 23,cappopcorn install fait cet divers normal non géograph localis comm got exempl malgr quon a vu 6 premi film 23,0,None
44,Daredevil cest vraiment vraiment très cool je vous conseille vraiment si vous avez pas vu httpstcosOie2DSdio,daredevil cest vrai vrai tres cool conseil vrai si vu httpstcosoie2dsdio,1,None
45,Mathokage Javoue,mathokag javou,0,None
46,CapPopcorn Elrond il a une tête un peu bizarre mais visuellement ça a lair denvoyer pas mal Ça sera des épisodes de 50minutes dailleurs ,cappopcorn elrond a têt peu bizarr visuel ça a lair denvoi mal ça épisod 50minut dailleur,0,None
47,AlphaCastFR IFreezyfr AvaaArt Lezgo,alphacastfr ifreezyfr avaaart lezgo,0,None
48,louis zenjas Les pâtisserie ont lair excellente la bas mais je déteste leur manie de mettre de la pâte de haricots partout,lou zenj pâtisser lair excellent bas détest man mettr pât haricot partout,1,None
49,Cest 4h22 on vient de finir de tourner Coucou les gens debouts,cest 4h22 vient fin tourn coucou gen debout,0,None
50,httpstcoo6u1tFNYzU,httpstcoo6u1tfnyzu,0,None
51,EnMonstre ninalexandrama AphroditeDeus Mais putain je demande pas quon justifie la présence dACTEURS noirs je demande quon mexplique les PERSONNAGES Comment marche la GEOGRAPHIE de ton monde  doù viennent les PEUPLES qui le composent  cest quoi le PUTAIN DE LORE  je vous jure le QI a baissé de 60 pts ici,enmonstr ninalexandram aphroditedeus putain demand quon justif présenc dacteur noir demand quon mexpliqu personnag comment march geograph mond doù viennent peupl composent cest quoi putain lor jur qi a baiss 60 pt ici,1,None
42,Je lance un stream sur httpstcoaqlneir0dt  On discute un peu et à 14H WARHAMMER TOTAL WAR ENFIN  jai déjà 16h de jeu en 24h lets go en duo avec RoiLennon pour une fois que jai plus dexpérience que lui sur un jeu jvais pas me priverad JeLauraiFaisGratuit httpstcopo9yzaI64f,lanc stream httpstcoaqlneir0dt discut peu 14h warhamm total war enfin jai déjà 16h jeu 24h let go duo roilennon fois jai plus dexpérient jeu jvais priverad jelauraifaisgratuit httpstcopo9yzai64f,0,None
52,ParaPunk  raf quils soient de gauche ou de droite je ne bloque que les gens qui minsultent donc tu sais ce qui te reste à faire je técoute soit créatif cest à toi ,parapunk raf quil gauch droit bloqu gen minsultent donc sais rest fair técout créatif cest,0,None
54,un clic sur rennes cest gratuit httpstco9MPHkqOmw7,clic ren cest gratuit httpstco9mphkqomw7,0,None
55,Et tant quon y est chose promise chose dueLets play Narratif CryptoGeek Cfé httpstcoF06AST99Tw via YouTube httpstcojTVA2Z3pXM,tant quon chos promis chos duelet play narrat cryptogeek cfé httpstcof06ast99tw vi youtub httpstcojtva2z3pxm,0,None
56,waterlily chloe CapPopcorn cest pas contre toi du tout on discute calmement mais je sais que si on a un débat public des gens viendront citer des parties de mes tweet pour en déformer les propos Et je tassure que la couleur de peau des personnages ne mempêchera pas dapprécier la série ,waterlily chlo cappopcorn cest contr tout discut calm sais si a débat public gen viendront cit part tweet déform propos tassur couleur peau personnag mempêch dappréci ser,0,None
57,waterlily chloe CapPopcorn ah bah évidemment si les films de jackson avait installé dès le début des minorités on aurai pas cette discussion,waterlily chlo cappopcorn ah bah évident si film jackson install des début minor cet discuss,0,None
58,waterlily chloe CapPopcorn cest un truc super intéressant a discuter mais hélas cest impossible den parler ici jen ai un peu marre de me faire insulter pour rien en vrai ,waterlily chlo cappopcorn cest truc sup intéress a discut hel cest impossibl den parl ici jen peu marr fair insult rien vrai,0,None
59,waterlily chloe CapPopcorn cest une question qui tourne autour du fait que dans les œuvres de fantasy les peuples même sans parler des elfes ou des nains mais uniquement des humains sont très géographiquement localisé dans le monde à un endroit précis Cest ultra cliché en vrai,waterlily chlo cappopcorn cest question tourn autour fait œuvr fantasy peupl san parl elfe nain uniqu humain tres géograph localis mond endroit prec cest ultra clich vrai,1,None
60,CapPopcorn maintenant pour finir si la team bienveillance de twitter pouvait arrêter dinsulter ma femme de minventer une vie et aussi darreter de fantasmer mon orientation politique ca serai cool,cappopcorn mainten fin si team bienveil twitt pouv arrêt dinsult femm minvent vi auss darret fantasm orient polit ca cool,1,None
61,CapPopcorn Je dis pas peut être que je dis un truc faux je suis ouvert à tout argumentaire pour me convaincre que jai tort et à le reconnaitre tant que ca se fait sans insulte 33,cappopcorn dis peut être dis truc faux ouvert tout argumentair convaincr jai tort reconnaitr tant ca fait san insult 33,0,None
53,Mynthos Bevet Breizh,mynthos bevet breizh,0,None
170,Nous navons pas toujours été daccord cependant aujourdhui du passé faisons table rase Je tiens à remercier en toute honnêteté et sans aucune pression BrunoBonnellOff pour tous les merveilleux souvenir que Infogrames aura à jamais gravé dans ma mémoireAmicalement,navon toujour daccord cepend aujourdhui pass faison tabl ras tien remerci tout honnêtet san aucun pression brunobonnelloff tous merveil souven infogram jam grav mémoireamical,1,None
